id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
1130;"TOI04687.01";82.823541666667;14.314366666667;14.248;0;0;3;;"EPHEMERIS ERROR: 7min TTF Comments: "PC: found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."";3.3133247;0;2459197.70634;0;0;0.134;0;0;0;0;1;1;1;"No";2459548.9275;0.0019;3.313372;1.49E-5;0.1255833333;0.452;14.7;"[P=3.3133580] found in faint-star QLP search; Pablo Lewin/MLO observed a full on 20221123UT in I and possibly detected an on-time 11 ppt event using a 6.2" target aperture. Allyson Bieryla/ KeplerCam/ observed a full (limited post-OOT) on 20241012 in ip and detected a ~6 min (0.9σ) late ~7.3 ppt event using an uncontaminated 4.0" target aperture. [P=3.313372] No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";6230;;;"VPC";;120.99;1906;4908;2193;0;
822;"TOI02784.01";82.878458333333;15.771333333333;13.246;0;0;5;;"USP EPHEMERIS ERROR: 3h 5min TTF Comments: "PC: found in faint-star QLP search; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter." Data taken on 20/10/2021 bad due to dome + vignetting. Go for a second transit Submitted to TFOP 16 Dec 2021: Report 03/12: We restricted the aperture size to avoid flux contamination by nearby stars. The data were affected by clouds, the transit-like event detected by the pipeline is caused by clouds (check the blend analysis plot). I think this set is not good for TFOP. Report 04/12: We restricted the aperture size to avoid flux contamination by nearby stars. No transit event is detected on target during the observations. We can ruled out EBs with deep transits during the observed time window. Felipe Murgas/MuSCAT2 observed a nominal full (i-53 min/e+37 min) on 20211204 in gp,rp,ip,zs and and cleared out 34 out of 128 neighbors over the window. Aperture radius: 3.04" Typical FWHM: NA Predicted Ti: 9553.7119 Predicted Tc: 9553.7195 Predicted Te: 9553.7270 Measured Tc: NA NEBcheck stars NOT cleared: NA Time start obs.: 9553.6750 Time end obs.: 9553.7532";0.2571432;0;2458489.661734;0;0;0.0150833;0;0;0;0;1;1;2;"Yes";2459550.3442;0.0011;0.25736;2.0E-6;0.02620833333;0.134;4.8;"[P=0.2573207] found in faint-star QLP search; Felipe Murgas/MuSCAT2 observed a nominal full (i-53 min/e+37 min) on 20211204 in gp,rp,ip,zs and cleared 34 out of 128 neighbors over the window. Rick Schwarz & Khalid Barkaoui/LCO-HAL-2m0M analyzed a full (e-96 /i+94; -32/31 σ) on 20231008 in MUSCAT3 gp-rp-ip-zs and did not detect the ~1.3 ppt event on target. AIJ s6,43,44,45,71 [P=0.2573520] SPOC s71 suggests the event is on the neighbor 5" SE. Rick Schwarz/ Khalid Barkaoui/LCO-HAL-M3 analyzed a defocused (2.0) full on 20250213 in ip and ruled out the ~1.3 ppt event using an uncontaminated 2.9" target aperture. A ~55 min late, ~65 min longer duration, V-shaped, ~28 ppt [(Rp/R*)²: ~57 ppt] NEB event on Gaia Star T2 (TIC 302765997: T=14.9 dT=2.5 r=5.6" SE) was detected using an uncontaminated 2.7" target aperture. SPOC s71 centroids are offset on T2. [P=0.257360] Retired as NEB.";1330;;;"NEB";;20.22;3246;5086;18436.7;3;
1772;"TOI03733.01";83.14065;57.623108333333;13.6;;;5;;;2.126744;;2458840.174434;;6890;1.898;;;;0;;1;1;"No";2458840.1744;0.0024;2.126744;0.000391;0.07908333333;0.249;19.5;"[P=2.126831] found in faint-star QLP search; Allyson Bieryla observed a full on 20210916 and 20211020 in KeplerCam ip and detected a ~40 min (0.2σ) early, 30 min too long (2σ), ~6 ppt event in a 3.4" target aperture that is contaminated with T2 (T = 18.3 ΔT = 5.7 r = 1.5" SW). [P=2.126744] Roberto Zambelli/CANIS-MAJOR-0.40m observed a full (e-171/i+204 min; -0.8/+1σ) on 20220222 in ip and detected a 27 min late ~10 ppt (0.1σ) transit in a 4" target aperture that is contaminated with T2, but unlike prior obs, is about the same duration as TESS. GHACHOUI Mourad/TRAPPIST-N observed a full on 20230331 in zp and detected an on-time 6.56 ppt event using an 5.12" target aperture that is contaminated with a T = 18.3, ΔT = 5.7, r = 1.46" SW neighbor. AIJ s19+s59 and we noticed that with a 3 day spline knot spacing, there are obvious phase out-of-transit variations. They are probably there in the unwhited, unfolded SPOC s59 DVR as well. Retired as EB.";6890;;;"EB";;134.32;2475;4853;6231.9;0;
1374;"TOI05463.01";83.214333333333;19.952444444444;13.836;;;5;;"USP Observed on 23/01. Report: We restricted the aperture size to avoid flux contamination from nearby stars. We detect a late ingress on target, the transit is strongly chromatic. FP";1.1002223;0;2459549.288985;0;;0.045125;;;;0;1;1;1;"Yes";2459549.289;0.0039;1.1004241;8.89E-5;0.045125;0.547;12.4;"[P=1.1002223] found in faint-star QLP search; Felipe Murgas/MuSCAT2 observed a nominal ingress on 20230123 in gp,rp,ip,zs and detected a ~110 min. (2σ) late 1.03, 0.95, 3.12, 12.79 ppt event using a 5.65" target aperture that is contaminated with a dT= 5.33 neighbor r=2.21" (NW, TIC 719743206) and a dT= 6.077 neighbor r=2.66" (NE, TIC undefined). [P=1.1004241] The next observation should be a full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris.";3900;;;"BEB?";;34.65;2704;5497;8876.2;1;
263;"TOI00958.01";83.215833333333;-19.575072222222;11.434;0;0;5;;"Confirmed as False positive V shaped.; HATSouth does not detect signal, but has RMS=6 ppt. No NEBs down to r=15. Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter. Submitted TFOP 21/11/19 Report: We observed an egress of TOI 958.01 on 11.10.2019. Unfortunately the best comparison star (ID 1) was saturated in two passbands, so we carried out two analyses: one including star 1 and using only the passbands where it was not saturated, and one using all the passbands and excluding star 1. The results from the two analyses agree, so we include only the analysis with all four passbands. The target shows a transit-like signal with colour-dependent depth. The nearby stars show no variability.";0.5884;0;2458438.54071;0;0;0.04192;0;0;0;0;1;1;1;"Yes";2459199.9801;0.0009;0.5875044;1.1E-6;0.056;0.107;14.3;"[P=0.5884] V shaped.; HATSouth does not detect signal, but has RMS=6 ppt. No NEBs down to r=15. Ian and John observed a full on 20191002 in ip and ruled out a 2.6 ppt event on target (+/-8 sigma ephemeris uncertainty coverage). All stars within 2.5' are cleared of NEBs, except T3 (dT=2.6 neighbor 32" NW, TIC 92880563) TG Tan observed a full on 20191104 in Rc and ruled out the event on target and re-cleared the field. There is a star 12.7" East, but it has dT=7.3, so is nominally 0.8 mags too faint to be capable of causing the TESS detection. The event is not in the brighter star ~2.7' W. Felipe and the MuSCAT2 team observed an egress on 20191011 in gp,rp,ip,zs and apparently detected a ~10 minute late chromatic egress. However the detrended transit shape is flat-bottomed, but the TESS detection is V-shaped. If the follow-up egress is interpreted as V-shaped in the raw data, it's duration would be too short to be consistent with TESS. Don Radford observed a full with long post OOT on 20201015 in I and apparently detected a 90 minute (5.3σ) late 3 ppt event on target (but maybe flat-bottomed). [P=0.58845] Rick Schwarz observed a full of the 5.3σ ephemeris on 20201110 in 1m0 zs and detected a 6 min late ~5 ppt V-shaped event. [P=0.588454] Phil Evans observed a full transit period at the newly updated ephemeris and using an uncontaminated 8.8" measuring aperture detected a ~3 ppt event. Chris Stockdale analyzed a full on 20201102 in 1m0 zs -165/+19 min (-9/+1σ) and detected an on-time apparent 7.5 ppt likely V-shaped ingress on-target. Rick Schwarz analyzed a full on 20210309 in 1m0 B and detected an ~on-time ~0-1 ppt transit in an uncontaminated 4.7" target aperture. Retired as APC/BEB.";1680;;;"APC";;237.11;2877;5888;11379.5;1;
2134;"TOI06059.01";83.380058333333;55.128905555556;11;;;3;;;6.3667329;;2459928.523425;;778;2.628;;;;0;;1;1;"No";2459928.5234;0.0048;6.3667329;3.4E-5;0.1095;0.556;2.2;"low SNR; host rotational modulation at ~10 days; Mario Basilicata / Francesca Manni/ Luigi Mancini observed a nominal full on 2024-02-01 Ic and did not see an obvious 0.8 ppt event using an uncontaminated 2.5" target aperture. RobertoZ/ KarenC/ LCO-TEID-1m0 analyzed a full on 20240208 in zs and apparently detected an ~on time ~1 ppt event using an uncontaminated 5.1" target aperture. Rick Schwarz/ CristilynW/ LCO-Teid-1m0-fa11/ LCO-Teid-1m0-fa20/ analyzed a full (x2) on 20240220 in zs and detected an ~on-time ~0.7, ~1.0 ppt ppt event using uncontaminated 6.2", 5.8" target apertures. Rick Schwarz/LCO-McD-1m0 analyzed a full on 20250104 in zs and detected a ~10 min (1.1σ) late ~1.0 ppt event using an uncontaminated 8.6" target aperture. No more observations needed, except for extreme precision (<0.5 ppt/10 min) full transits to detect the shallow event on target in a red (r', R, i', I, z, Y) filter.";778;;;"VPC";;1.98;939;5310;129.2;0;
78;"GJ207.1";83.436666666667;1.9454041666667;11.499;0;0;5;"M2.5";"Victor. Search for rocky planets in the HZ of mid and late M dwarfs with estimated inclination angles ~90deg, based on Prot and vsini";0;0;0;0;0;0;0;0;0;2;1;;1;"Yes";;;;;;;;;;;;;;;;;;1;
1724;"TOI02783.01";83.450595833333;16.810666666667;13.3;;;3;;;2.3044132;;2459547.6747081;;20290;3.102;;;;0;;1;1;"No";2459547.6747;0.0003;2.3044132;1.4E-6;0.12925;0.295;22.8;"[P=2.304662] no radius; found in faint-star QLP search; Zambelli & Papini analyzed a full (e-240/i+318 min; -1.7/+2.3 σ) on 20211021 in 0m4 ip and probably ruled out the 21 ppt event over the limited window. John Kielkopf/ULMT observed a full (e-200/i+200; +/- 1.4σ) of a 3σ early ephemeris on 20211016 in rp and ruled out the 21 ppt event and cleared the field over the window. [P=2.304416] Chris Stockdale/LCO-McD-0m4 analyzed a full on 20211215 in ip and detected an on-time ~17 ppt event using a 5.5" target aperture that is contaminated with a ΔT=1.07 neighbor 1.54" SE. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.";20290;1;"EB?";"VPC-";;141.35;1870;5225;2031.6;0;
873;"TOI02772.01";83.479833333333;10.276405555556;13.434;0;0;3;;"EPHEMERIS ERROR: 2min TTF Comments: "VPC: no radius; found in faint-star QLP search; The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."";2.8504334;0;2459199.30433;0;0;0.157;0;0;0;0;1;1;1;"No";2459199.3043;0.0009;2.850433;5.0E-6;0.157;0.294;;"no radius; found in faint-star QLP search; K. Barkaoui analyzed a full on 20211022 and detected an ~on-time ~21ppt transit in ip filter in an uncontaminated 9.1" target aperture. The next observation should be a high precision (<1.0 ppt/5 min) full transit in a blue (U, u', B, g') filter to check chromaticity. Multi-band observations preferred. Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";23800;;;"VPC";;92.99;2465;6294;6128.7;0;
774;"TOI03756.01";83.653;36.939627777778;12.149;0;0;5;;"EPHEMERIS ERROR: 1h 56min TTF Comments: PC: found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";4.4234245;0;2458837.552969;0;0;0.0555833;0;0;0;0;1;1;1;"No";2459912.45;0.001;4.4236732;0.0002957;0.0612978843;0.369;12.6;"found in faint-star QLP search; Allyson Bieryla observed a full on 20210921 in KeplerCam ip and detected an ~on-time ~10 ppt event in an uncontaminated 4" target aperture. The two TRES observations yield a velocity offset of 98 km/s that is in phase with the photometric ephemeris. No more TRES recon spectra are needed. Retired as APC/VPC/SB1.";10682;;;"APC";;38.06;1289;5664;458.7;0;
880;"TOI02576.01";83.653958333333;30.406375;13.131;0;0;3;;"EPHEMERIS ERROR: 1h 51min TTF Comments: "VPC. The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris. Multi-band observations preferred."";3.8220419;0;2458840.819798;0;0;0.138417;0;0;0;0;1;1;1;"No";2459544.2384;0.0006;3.8229149;7.3E-6;0.132125;0.202;13.5;"[P=3.822042] CTOI from Olmschenk (2021); Allyson Bieryla observed an egress on 20211018 in KeplerCam ip and detected a ~230 min (~2σ) late ~12 ppt ingress in an uncontaminated 4" target aperture. [P=3.822960] Ferran Grau/CALOU-0m4 analyzed a full on 20220125 in R and detected on-time 12 ppt event using an uncontaminated 7.8" target aperture. Roberto Zambelli/ CMO-0.3m observed a full on 20240129 in R and detected an ~on-time (Rp/R*)²:~11.2 ppt event using an uncontaminated 7" target aperture. Paul Benni/ ASP/ observed an ingress+70% on 20241027 in gp and detected an ~on-time ~10.4 ppt [(Rp/R*)²: 9.4 ppt] ingress using an uncontaminated 6.0" target aperture. No more observations needed, except for **full-only** multi-band or alternating filter high precision (<1.0 ppt/10 min) data in at least blue (U, u', B, g') *and* red (i', I, z, Y) filters to refine the check on chromaticity.";11780;;;"VPC+";;44.36;1457;4900;748.6;0;
1689;"TOI02359.01";83.818683333333;6.5877777777778;12;;;3;;;5.1858;;2458486.39266;;4550;7.191;;;;0;;1;1;"No";2458486.3927;0.0023;5.187442;3.0E-5;0.299625;0.223;18.5;"[P=5.1858000] 2 stars in pixel; CTOI from Marco Montalto; Update from AIJ-s32. [P=5.187442] Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";4550;;;"PC";;106;1766;5479;1615.8;0;
966;"TOI04603.01";83.865916666667;21.294241666667;9.243;0;0;5;;"EPHEMERIS ERROR: 29min TTF Comments: "PC: weak centroid offset but not towards a particularly bright star; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter."";7.2468703;0;2459491.158242;0;0;0.0845417;0;0;0;0;1;1;1;"No";2459549.1205;0.0016;7.2454963;0.0002753;0.08533333333;0.313;9;"weak centroid offset but not towards a particularly bright star; The velocities from the three strongest TRES observations do not follow the photometric ephemeris. Their rms scatter is 650 m/s, which is not inconsistent with what I expect for a rather rapidly rotating F star. Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";1020;1;"TRES(13, Latham)";"P";"Akanksha Khandelwal Non-TESS, but w/TRES Confirmation Published";38.93;1751;5890;1560.9;0;
223;"3UC190-026030";83.91375;4.8281194444444;12.8;0;0;5;;"3UC190-026030 (TIC 220068921) Enric. This is a planet candidate detected in QES data, also observed by TESS. Although it is not a TOI, as it comes from full frames. 2458469.25505 Setting suggestion (Akihiko, Apr. 15 2020): defocus slightly, adjust FOV to include as many similar-brightness stars as possible";3.365167;0;2458469.25505;0;0;0.1514;0;0;0;0;1;1;1;"Yes";;;;;;;;;;;;;;;;;;2;
1691;"TOI02369.01";83.913791666667;4.8281111111111;12.8;;;3;;;3.3651586;;2458489.43839;;7030;3.418;;;;0;;1;1;"No";2458489.4384;0.0026;3.3651798;8.2E-6;0.1424166667;0.211;10.7;"[P= 3.3637600] CTOI from Marco Montalto; Some centroid shift and slight depth-aperture correlation; Pablo Lewin observed a full with MF on 20201115 in MLO I and ignoring the large upward systematic before MF, may have detected a ~30 min late roughly 7 ppt egress on target. The field was reasonably cleared over a +/-1σ window. SAFFIs limit TESS detection to T1, T2, or T3. ChrisS observed a near-full on 20201108 in HwD Rc and possibly ruled out the event on target over the ~1σ window. Rick Schwarz analyzed a full (e-235/i+490 min; -1.1/+2.3 sigma) on 20201202 in 1m0 ip and ruled out an event on T1, T2, T3 over the obs window. Update from qlp-s32-tois. [P=3.3651586] Rick Schwarz/ LCO-CTIO-1m0 analyzed a full on 20231104 in ip and detected a ~16 min (2.3σ) late ~7.0 ppt [(Rp/R*)²: 6.0 ppt] event using an uncontaminated 5.1" target aperture and cleared neighbors for obvious NEBs pver the window to 2.5'. [P=3.3651798]. No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";7030;;;"VPC";;34.29;1343;5087;540.2;0;
